County,Crop,Year,AW (acre-ft/acre),Total Land (Irrigated Crop Area in acres),AW,,,,,,,,,,,,,,,,,,
Imperial,Alfalfa,2006,7.48,149390,1117943.418,,,,,,,,,,,,,,,,,,
Imperial,Pasture,2006,6.07,81640,495288.9791,,,,,,,,,,,,,,,,,,
Imperial,Tomato Processing,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Imperial,Tomato Fresh,2006,3.34,430,1434.115152,,,,,,,,,,,,,,,,,,
Imperial,Cucurbits,2006,3.06,16760,51357.64972,,,,,,,,,,,,,,,,,,
Imperial,Onions & Garlic,2006,3.85,12380,47691.67055,,,,,,,,,,,,,,,,,,
Imperial,Potatoes,2006,4.62,1740,8037.013252,,,,,,,,,,,,,,,,,,
Imperial,Truck Crops,2006,3.59,86880,311932.9561,,,,,,,,,,,,,,,,,,
Imperial, Almonds & Pistachios,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Imperial, Other Deciduous,2006,5.41,30,162.2091429,,,,,,,,,,,,,,,,,,
Imperial, Citrus & Subtropical,2006,5.78,8160,47199.93492,,,,,,,,,,,,,,,,,,
Imperial,Vineyard,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo,Grain,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo,Rice,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo,Cotton,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo,Sugar Beets,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo,Corn,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo,Dry Beans,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo,Safflower,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo,Other Field,2006,2.30,160,367.4322581,,,,,,,,,,,,,,,,,,
Inyo,Alfalfa,2006,6.52,3340,21767.49341,,,,,,,,,,,,,,,,,,
Inyo,Pasture,2006,5.74,11150,64027.76683,,,,,,,,,,,,,,,,,,
Inyo,Tomato Processing,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo,Tomato Fresh,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo,Cucurbits,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo,Onions & Garlic,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo,Potatoes,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo,Truck Crops,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo, Almonds & Pistachios,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo, Other Deciduous,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Inyo, Citrus & Subtropical,2006,6.36,40,254.337094,,,,,,,,,,,,,,,,,,
Inyo,Vineyard,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Kern,Grain,2006,1.42,74060,105403.4101,,,,,,,,,,,,,,,,,,
Kern,Rice,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Kern,Cotton,2006,2.83,95700,270576.2117,,,,,,,,,,,,,,,,,,
Kern,Sugar Beets,2006,2.16,3300,7136.399785,,,,,,,,,,,,,,,,,,
Kern,Corn,2006,3.09,74340,229805.4643,,,,,,,,,,,,,,,,,,
Kern,Dry Beans,2006,2.94,4300,12639.19726,,,,,,,,,,,,,,,,,,
Kern,Safflower,2006,1.82,500,908,,,,,,,,,,,,,,,,,,
Kern,Other Field,2006,2.55,14700,37425.87098,,,,,,,,,,,,,,,,,,
Kern,Alfalfa,2006,4.38,112380,491839.4365,,,,,,,,,,,,,,,,,,
Kern,Pasture,2006,3.90,5140,20042.31329,,,,,,,,,,,,,,,,,,
Kern,Tomato Processing,2006,2.66,8600,22894.35654,,,,,,,,,,,,,,,,,,
Kern,Tomato Fresh,2006,1.81,900,1627.938705,,,,,,,,,,,,,,,,,,
Kern,Cucurbits,2006,1.98,4500,8896.670455,,,,,,,,,,,,,,,,,,
Kern,Onions & Garlic,2006,3.07,11140,34145.71786,,,,,,,,,,,,,,,,,,
Kern,Potatoes,2006,1.43,26490,37826.38829,,,,,,,,,,,,,,,,,,
Kern,Truck Crops,2006,1.44,60320,87155.93484,,,,,,,,,,,,,,,,,,
Kern, Almonds & Pistachios,2006,3.94,210380,829736.0977,,,,,,,,,,,,,,,,,,
Kern, Other Deciduous,2006,3.23,24530,79222.65442,,,,,,,,,,,,,,,,,,
Kern, Citrus & Subtropical,2006,3.11,57500,178599.285,,,,,,,,,,,,,,,,,,
Kern,Vineyard,2006,2.50,92400,231048.7629,,,,,,,,,,,,,,,,,,
Kings,Grain,2006,1.39,62100,86396.89236,,,,,,,,,,,,,,,,,,
Kings,Rice,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Kings,Cotton,2006,2.97,158500,469990.9765,,,,,,,,,,,,,,,,,,
Kings,Sugar Beets,2006,2.08,1700,3540.306651,,,,,,,,,,,,,,,,,,
Kings,Corn,2006,2.87,70800,203385.8224,,,,,,,,,,,,,,,,,,
Kings,Dry Beans,2006,2.87,2600,7456.632093,,,,,,,,,,,,,,,,,,
Kings,Safflower,2006,2.24,1500,3354.51,,,,,,,,,,,,,,,,,,
Kings,Other Field,2006,2.66,66700,177112.0716,,,,,,,,,,,,,,,,,,
Kings,Alfalfa,2006,4.58,67200,307456.8907,,,,,,,,,,,,,,,,,,
Kings,Pasture,2006,4.45,1400,6225.100985,,,,,,,,,,,,,,,,,,
Kings,Tomato Processing,2006,2.53,20100,50903.90252,,,,,,,,,,,,,,,,,,
Kings,Tomato Fresh,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Kings,Cucurbits,2006,2.06,600,1234.17235,,,,,,,,,,,,,,,,,,
Kings,Onions & Garlic,2006,3.32,1800,5976.791658,,,,,,,,,,,,,,,,,,
Kings,Potatoes,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Kings,Truck Crops,2006,1.33,6700,8921.627182,,,,,,,,,,,,,,,,,,
Kings, Almonds & Pistachios,2006,3.86,26400,101847.3145,,,,,,,,,,,,,,,,,,
Kings, Other Deciduous,2006,3.86,22200,85756.29661,,,,,,,,,,,,,,,,,,
Kings, Citrus & Subtropical,2006,3.10,1000,3095.436218,,,,,,,,,,,,,,,,,,
Kings,Vineyard,2006,2.52,7900,19883.29205,,,,,,,,,,,,,,,,,,
Lake,Grain,2006,0.08,326,27.55126555,,,,,,,,,,,,,,,,,,
Lake,Rice,2006,4.49,872,3917.658182,,,,,,,,,,,,,,,,,,
Lake,Cotton,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lake,Sugar Beets,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lake,Corn,2006,2.45,13,31.87756498,,,,,,,,,,,,,,,,,,
Lake,Dry Beans,2006,1.91,6,11.43041096,,,,,,,,,,,,,,,,,,
Lake,Safflower,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lake,Other Field,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lake,Alfalfa,2006,3.66,73,267.2510133,,,,,,,,,,,,,,,,,,
Lake,Pasture,2006,4.08,4096,16714.83767,,,,,,,,,,,,,,,,,,
Lake,Tomato Processing,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lake,Tomato Fresh,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lake,Cucurbits,2006,1.19,2,2.37703795,,,,,,,,,,,,,,,,,,
Lake,Onions & Garlic,2006,1.49,1,1.489237606,,,,,,,,,,,,,,,,,,
Lake,Potatoes,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lake,Truck Crops,2006,2.23,76,169.2259352,,,,,,,,,,,,,,,,,,
Lake, Almonds & Pistachios,2006,3.04,18,54.64615385,,,,,,,,,,,,,,,,,,
Lake, Other Deciduous,2006,2.83,3715,10501.85067,,,,,,,,,,,,,,,,,,
Lake, Citrus & Subtropical,2006,2.73,11,30.01810811,,,,,,,,,,,,,,,,,,
Lake,Vineyard,2006,1.97,9111,17909.75307,,,,,,,,,,,,,,,,,,
Lassen,Grain,2006,1.37,10020,13766.23713,,,,,,,,,,,,,,,,,,
Lassen,Rice,2006,4.51,10986,49597.32182,,,,,,,,,,,,,,,,,,
Lassen,Cotton,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lassen,Sugar Beets,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lassen,Corn,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lassen,Dry Beans,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lassen,Safflower,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lassen,Other Field,2006,1.81,491,887.1983971,,,,,,,,,,,,,,,,,,
Lassen,Alfalfa,2006,2.93,23912,70089.9809,,,,,,,,,,,,,,,,,,
Lassen,Pasture,2006,3.59,55919,201026.5291,,,,,,,,,,,,,,,,,,
Lassen,Tomato Processing,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lassen,Tomato Fresh,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lassen,Cucurbits,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lassen,Onions & Garlic,2006,2.96,100,296.2537976,,,,,,,,,,,,,,,,,,
Lassen,Potatoes,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lassen,Truck Crops,2006,2.06,836,1725.7775,,,,,,,,,,,,,,,,,,
Lassen, Almonds & Pistachios,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lassen, Other Deciduous,2006,2.66,17,45.19123026,,,,,,,,,,,,,,,,,,
Lassen, Citrus & Subtropical,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Lassen,Vineyard,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Los Angeles,Grain,2006,1.98,1880,3716.453864,,,,,,,,,,,,,,,,,,
Los Angeles,Rice,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Los Angeles,Cotton,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Los Angeles,Sugar Beets,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Los Angeles,Corn,2006,1.39,40,55.43190262,,,,,,,,,,,,,,,,,,
Los Angeles,Dry Beans,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Los Angeles,Safflower,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Los Angeles,Other Field,2006,2.76,340,939.8196196,,,,,,,,,,,,,,,,,,
Los Angeles,Alfalfa,2006,7.36,5080,37392.08598,,,,,,,,,,,,,,,,,,
Los Angeles,Pasture,2006,4.20,480,2016.94781,,,,,,,,,,,,,,,,,,
Los Angeles,Tomato Processing,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Los Angeles,Tomato Fresh,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Los Angeles,Cucurbits,2006,2.06,120,247.0851923,,,,,,,,,,,,,,,,,,
Los Angeles,Onions & Garlic,2006,3.52,1900,6687.150868,,,,,,,,,,,,,,,,,,
Los Angeles,Potatoes,2006,4.61,460,2118.745161,,,,,,,,,,,,,,,,,,
Los Angeles,Truck Crops,2006,1.78,6670,11849.7989,,,,,,,,,,,,,,,,,,
Los Angeles, Almonds & Pistachios,2006,5.33,40,213.3850746,,,,,,,,,,,,,,,,,,
Los Angeles, Other Deciduous,2006,5.06,1270,6432.22013,,,,,,,,,,,,,,,,,,
Los Angeles, Citrus & Subtropical,2006,3.36,290,974.4715006,,,,,,,,,,,,,,,,,,
Los Angeles,Vineyard,2006,2.39,300,717.4714286,,,,,,,,,,,,,,,,,,
Madera ,Grain,2006,1.13,3100,3488.737648,,,,,,,,,,,,,,,,,,
Madera ,Rice,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Madera ,Cotton,2006,3.32,9800,32543.68751,,,,,,,,,,,,,,,,,,
Madera ,Sugar Beets,2006,1.87,400,748.0519481,,,,,,,,,,,,,,,,,,
Madera ,Corn,2006,2.74,20700,56690.23166,,,,,,,,,,,,,,,,,,
Madera ,Dry Beans,2006,2.30,400,919.452484,,,,,,,,,,,,,,,,,,
Madera ,Safflower,2006,2.19,400,876.28,,,,,,,,,,,,,,,,,,
Madera ,Other Field,2006,2.74,26400,72315.04762,,,,,,,,,,,,,,,,,,
Madera ,Alfalfa,2006,4.53,35000,158583.4421,,,,,,,,,,,,,,,,,,
Madera ,Pasture,2006,4.32,3800,16434.30137,,,,,,,,,,,,,,,,,,
Madera ,Tomato Processing,2006,2.68,4900,13119.86624,,,,,,,,,,,,,,,,,,
Madera ,Tomato Fresh,2006,1.77,600,1060.424949,,,,,,,,,,,,,,,,,,
Madera ,Cucurbits,2006,1.75,400,701.9855861,,,,,,,,,,,,,,,,,,
Madera ,Onions & Garlic,2006,3.00,300,900.1182188,,,,,,,,,,,,,,,,,,
Madera ,Potatoes,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Madera ,Truck Crops,2006,1.17,900,1052.339388,,,,,,,,,,,,,,,,,,
Madera , Almonds & Pistachios,2006,3.61,87300,315084.5143,,,,,,,,,,,,,,,,,,
Madera , Other Deciduous,2006,3.73,11500,42879.76667,,,,,,,,,,,,,,,,,,
Madera , Citrus & Subtropical,2006,2.90,5600,16224.74737,,,,,,,,,,,,,,,,,,
Madera ,Vineyard,2006,2.70,75600,203898.1688,,,,,,,,,,,,,,,,,,
Marin,Grain,2006,0.09,94,8.923733333,,,,,,,,,,,,,,,,,,
Marin,Rice,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin,Cotton,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin,Sugar Beets,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin,Corn,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin,Dry Beans,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin,Safflower,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin,Other Field,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin,Alfalfa,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin,Pasture,2006,3.75,1513,5669.048076,,,,,,,,,,,,,,,,,,
Marin,Tomato Processing,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin,Tomato Fresh,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin,Cucurbits,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin,Onions & Garlic,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin,Potatoes,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin,Truck Crops,2006,2.13,143,304.9689867,,,,,,,,,,,,,,,,,,
Marin, Almonds & Pistachios,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin, Other Deciduous,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Marin, Citrus & Subtropical,2006,2.11,111,234.6115915,,,,,,,,,,,,,,,,,,
Marin,Vineyard,2006,1.20,225,269.6569325,,,,,,,,,,,,,,,,,,
Mariposa,Grain,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Rice,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Cotton,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Sugar Beets,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Corn,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Dry Beans,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Safflower,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Other Field,2006,2.29,400,915.6322784,,,,,,,,,,,,,,,,,,
Mariposa,Alfalfa,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Pasture,2006,4.08,200,816.8966488,,,,,,,,,,,,,,,,,,
Mariposa,Tomato Processing,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Tomato Fresh,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Cucurbits,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Onions & Garlic,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Potatoes,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Truck Crops,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa, Almonds & Pistachios,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa, Other Deciduous,2006,3.18,400,1273.981031,,,,,,,,,,,,,,,,,,
Mariposa, Citrus & Subtropical,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Vineyard,2006,2.56,100,255.8873239,,,,,,,,,,,,,,,,,,
Mendocino,Grain,2006,0.12,138,15.88167527,,,,,,,,,,,,,,,,,,
Mendocino,Rice,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mendocino,Cotton,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mendocino,Sugar Beets,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mendocino,Corn,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mendocino,Dry Beans,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mendocino,Safflower,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mendocino,Other Field,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mendocino,Alfalfa,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mendocino,Pasture,2006,4.13,7089,29301.33113,,,,,,,,,,,,,,,,,,
Mendocino,Tomato Processing,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mendocino,Tomato Fresh,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mendocino,Cucurbits,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mendocino,Onions & Garlic,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mendocino,Potatoes,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mendocino,Truck Crops,2006,1.82,286,519.095313,,,,,,,,,,,,,,,,,,
Mendocino, Almonds & Pistachios,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mendocino, Other Deciduous,2006,2.86,2443,6981.82906,,,,,,,,,,,,,,,,,,
Mendocino, Citrus & Subtropical,2006,2.40,136,325.9941292,,,,,,,,,,,,,,,,,,
Mendocino,Vineyard,2006,1.12,16470,18467.4486,,,,,,,,,,,,,,,,,,
Merced,Grain,2006,1.11,9600,10672.12466,,,,,,,,,,,,,,,,,,
Merced,Rice,2006,5.83,2400,13994.30978,,,,,,,,,,,,,,,,,,
Merced,Cotton,2006,3.19,61100,194618.5962,,,,,,,,,,,,,,,,,,
Merced,Sugar Beets,2006,1.99,2300,4572.344507,,,,,,,,,,,,,,,,,,
Merced,Corn,2006,2.76,84900,234362.1506,,,,,,,,,,,,,,,,,,
Merced,Dry Beans,2006,2.54,2400,6105.504264,,,,,,,,,,,,,,,,,,
Merced,Safflower,2006,2.33,500,1165.85,,,,,,,,,,,,,,,,,,
Merced,Other Field,2006,2.84,66700,189116.5034,,,,,,,,,,,,,,,,,,
Merced,Alfalfa,2006,4.89,80200,391987.4112,,,,,,,,,,,,,,,,,,
Merced,Pasture,2006,4.63,40200,186279.4569,,,,,,,,,,,,,,,,,,
Merced,Tomato Processing,2006,2.60,16600,43123.20104,,,,,,,,,,,,,,,,,,
Merced,Tomato Fresh,2006,1.79,9600,17157.25385,,,,,,,,,,,,,,,,,,
Merced,Cucurbits,2006,1.94,5800,11244.98157,,,,,,,,,,,,,,,,,,
Merced,Onions & Garlic,2006,3.27,900,2943.184849,,,,,,,,,,,,,,,,,,
Merced,Potatoes,2006,1.56,100,156.4394522,,,,,,,,,,,,,,,,,,
Merced,Truck Crops,2006,1.19,23000,27481.60811,,,,,,,,,,,,,,,,,,
Merced, Almonds & Pistachios,2006,3.46,96200,332454.7068,,,,,,,,,,,,,,,,,,
Merced, Other Deciduous,2006,3.81,19400,73958.66913,,,,,,,,,,,,,,,,,,
Merced, Citrus & Subtropical,2006,3.03,100,303.1263202,,,,,,,,,,,,,,,,,,
Merced,Vineyard,2006,2.43,12000,29109.72935,,,,,,,,,,,,,,,,,,
Modoc,Grain,2006,1.69,27645,46839.28775,,,,,,,,,,,,,,,,,,
Modoc,Rice,2006,4.85,3422,16598.97564,,,,,,,,,,,,,,,,,,
Modoc,Cotton,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Modoc,Sugar Beets,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Modoc,Corn,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Modoc,Dry Beans,2006,1.66,154,256.3732952,,,,,,,,,,,,,,,,,,
Modoc,Safflower,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Modoc,Other Field,2006,1.84,798,1465.636882,,,,,,,,,,,,,,,,,,
Modoc,Alfalfa,2006,2.81,40636,114140.1876,,,,,,,,,,,,,,,,,,
Modoc,Pasture,2006,3.38,62538,211407.6639,,,,,,,,,,,,,,,,,,
Modoc,Tomato Processing,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Modoc,Tomato Fresh,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Modoc,Cucurbits,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Modoc,Onions & Garlic,2006,2.80,2795,7837.671337,,,,,,,,,,,,,,,,,,
Modoc,Potatoes,2006,2.18,5253,11447.18942,,,,,,,,,,,,,,,,,,
Modoc,Truck Crops,2006,1.73,1967,3407.717746,,,,,,,,,,,,,,,,,,
Modoc, Almonds & Pistachios,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Modoc, Other Deciduous,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Modoc, Citrus & Subtropical,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Modoc,Vineyard,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mono ,Grain,2006,1.93,140,270.4625,,,,,,,,,,,,,,,,,,
Mono ,Rice,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mono ,Cotton,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mono ,Sugar Beets,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mono ,Corn,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mono ,Dry Beans,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mono ,Safflower,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mono ,Other Field,2006,2.20,100,220.3846154,,,,,,,,,,,,,,,,,,
Mono ,Alfalfa,2006,5.84,12604,73592.13501,,,,,,,,,,,,,,,,,,
Mono ,Pasture,2006,4.71,33108,155887.6586,,,,,,,,,,,,,,,,,,
Mono ,Tomato Processing,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mono ,Tomato Fresh,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mono ,Cucurbits,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mono ,Onions & Garlic,2006,3.95,290,1144.796393,,,,,,,,,,,,,,,,,,
Mono ,Potatoes,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mono ,Truck Crops,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mono , Almonds & Pistachios,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mono , Other Deciduous,2006,5.02,10,50.21451613,,,,,,,,,,,,,,,,,,
Mono , Citrus & Subtropical,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Mono ,Vineyard,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Monterey,Grain,2006,0.36,1200,435.9181764,,,,,,,,,,,,,,,,,,
Monterey,Rice,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Monterey,Cotton,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Monterey,Sugar Beets,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Monterey,Corn,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Monterey,Dry Beans,2006,1.38,1200,1658.31009,,,,,,,,,,,,,,,,,,
Monterey,Safflower,2006,2.00,800,1599.2,,,,,,,,,,,,,,,,,,
Monterey,Other Field,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Monterey,Alfalfa,2006,3.33,1100,3666.738895,,,,,,,,,,,,,,,,,,
Monterey,Pasture,2006,2.81,1400,3939.044359,,,,,,,,,,,,,,,,,,
Monterey,Tomato Processing,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Monterey,Tomato Fresh,2006,1.49,600,892.9714286,,,,,,,,,,,,,,,,,,
Monterey,Cucurbits,2006,0.21,1300,279.1457639,,,,,,,,,,,,,,,,,,
Monterey,Onions & Garlic,2006,2.24,3000,6727.206025,,,,,,,,,,,,,,,,,,
Monterey,Potatoes,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Monterey,Truck Crops,2006,0.92,318500,292234.0765,,,,,,,,,,,,,,,,,,
Monterey, Almonds & Pistachios,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Monterey, Other Deciduous,2006,2.24,500,1117.853179,,,,,,,,,,,,,,,,,,
Monterey, Citrus & Subtropical,2006,1.19,1200,1431.409857,,,,,,,,,,,,,,,,,,
Monterey,Vineyard,2006,1.96,47100,92283.012,,,,,,,,,,,,,,,,,,
Napa,Grain,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Rice,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Cotton,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Sugar Beets,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Corn,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Dry Beans,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Safflower,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Other Field,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Alfalfa,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Pasture,2006,3.70,851,3150.784017,,,,,,,,,,,,,,,,,,
Napa,Tomato Processing,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Tomato Fresh,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Cucurbits,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Onions & Garlic,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Potatoes,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Truck Crops,2006,1.46,64,93.73476359,,,,,,,,,,,,,,,,,,
Napa, Almonds & Pistachios,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa, Other Deciduous,2006,2.67,103,274.9791892,,,,,,,,,,,,,,,,,,
Napa, Citrus & Subtropical,2006,2.23,216,481.6970669,,,,,,,,,,,,,,,,,,
Napa,Vineyard,2006,1.10,45136,49699.73769,,,,,,,,,,,,,,,,,,
Nevada,Grain,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Rice,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Cotton,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Sugar Beets,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Corn,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Dry Beans,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Safflower,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Other Field,2006,2.98,13,38.69619558,,,,,,,,,,,,,,,,,,
Nevada,Alfalfa,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Pasture,2006,4.70,5279,24832.16476,,,,,,,,,,,,,,,,,,
Nevada,Tomato Processing,2006,0.00,0,0,,,,,,,,,,,,,,,,,,
