County,Crop,Year,AW (acre-ft/acre),Total Land (Irrigated Crop Area in acres),AW,,,,,,,,,,,,,,,,,,
Napa,Rice,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Cotton,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Sugar Beets,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Corn,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Dry Beans,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Safflower,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Other Field,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Alfalfa,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Pasture,1998,3.87,500,1935.661765,,,,,,,,,,,,,,,,,,
Napa,Tomato Processing,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Tomato Fresh,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Cucurbits,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Onions & Garlic,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Potatoes,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Truck Crops,1998,1.84,300,552.6315789,,,,,,,,,,,,,,,,,,
Napa, Almonds & Pistachios,1998,2.75,100,275.3623188,,,,,,,,,,,,,,,,,,
Napa, Other Deciduous,1998,2.36,200,472.972973,,,,,,,,,,,,,,,,,,
Napa, Citrus & Subtropical,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Vineyard,1998,0.88,32900,28787.5,,,,,,,,,,,,,,,,,,
Nevada,Grain,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Rice,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Cotton,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Sugar Beets,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Corn,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Dry Beans,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Safflower,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Other Field,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Alfalfa,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Pasture,1998,3.65,8600,31362.27824,,,,,,,,,,,,,,,,,,
Nevada,Tomato Processing,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Tomato Fresh,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Cucurbits,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Onions & Garlic,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Potatoes,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Truck Crops,1998,2.67,100,267.4418605,,,,,,,,,,,,,,,,,,
Nevada, Almonds & Pistachios,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada, Other Deciduous,1998,2.65,300,794.1176471,,,,,,,,,,,,,,,,,,
Nevada, Citrus & Subtropical,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Vineyard,1998,1.38,200,275,,,,,,,,,,,,,,,,,,
Orange,Grain,1998,0.94,140,131.25,,,,,,,,,,,,,,,,,,
Orange,Rice,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Cotton,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Sugar Beets,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Corn,1998,1.69,300,507.6923077,,,,,,,,,,,,,,,,,,
Orange,Dry Beans,1998,1.25,720,900,,,,,,,,,,,,,,,,,,
Orange,Safflower,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Other Field,1998,1.32,160,211.7647059,,,,,,,,,,,,,,,,,,
Orange,Alfalfa,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Pasture,1998,3.17,390,1235,,,,,,,,,,,,,,,,,,
Orange,Tomato Processing,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Tomato Fresh,1998,1.71,900,1542.857143,,,,,,,,,,,,,,,,,,
Orange,Cucurbits,1998,0.88,500,441.7582418,,,,,,,,,,,,,,,,,,
Orange,Onions & Garlic,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Potatoes,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Truck Crops,1998,1.30,6300,8159.340659,,,,,,,,,,,,,,,,,,
Orange, Almonds & Pistachios,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange, Other Deciduous,1998,2.80,40,112,,,,,,,,,,,,,,,,,,
Orange, Citrus & Subtropical,1998,2.27,2740,6210.666667,,,,,,,,,,,,,,,,,,
Orange,Vineyard,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Grain,1998,0.45,1200,537.3134328,,,,,,,,,,,,,,,,,,
Placer,Rice,1998,5.18,15300,79232.14286,,,,,,,,,,,,,,,,,,
Placer,Cotton,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Sugar Beets,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Corn,1998,2.90,900,2608.695652,,,,,,,,,,,,,,,,,,
Placer,Dry Beans,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Safflower,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Other Field,1998,2.50,600,1500,,,,,,,,,,,,,,,,,,
Placer,Alfalfa,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Pasture,1998,4.16,19700,81920.98506,,,,,,,,,,,,,,,,,,
Placer,Tomato Processing,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Tomato Fresh,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Cucurbits,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Onions & Garlic,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Potatoes,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Truck Crops,1998,2.03,300,608.6956522,,,,,,,,,,,,,,,,,,
Placer, Almonds & Pistachios,1998,3.48,100,347.826087,,,,,,,,,,,,,,,,,,
Placer, Other Deciduous,1998,3.40,2000,6800.420168,,,,,,,,,,,,,,,,,,
Placer, Citrus & Subtropical,1998,2.22,100,222.2222222,,,,,,,,,,,,,,,,,,
Placer,Vineyard,1998,1.50,100,150,,,,,,,,,,,,,,,,,,
Plumas,Grain,1998,1.07,500,533.3333333,,,,,,,,,,,,,,,,,,
Plumas,Rice,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Cotton,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Sugar Beets,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Corn,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Dry Beans,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Safflower,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Other Field,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Alfalfa,1998,1.95,5300,10324.67532,,,,,,,,,,,,,,,,,,
Plumas,Pasture,1998,1.94,27000,52500,,,,,,,,,,,,,,,,,,
Plumas,Tomato Processing,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Tomato Fresh,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Cucurbits,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Onions & Garlic,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Potatoes,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Truck Crops,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas, Almonds & Pistachios,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas, Other Deciduous,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas, Citrus & Subtropical,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Vineyard,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Riverside,Grain,1998,1.49,19000,28397.669,,,,,,,,,,,,,,,,,,
Riverside,Rice,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Riverside,Cotton,1998,5.50,10260,56430,,,,,,,,,,,,,,,,,,
Riverside,Sugar Beets,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Riverside,Corn,1998,2.62,6250,16369.45622,,,,,,,,,,,,,,,,,,
Riverside,Dry Beans,1998,1.33,400,532.3928743,,,,,,,,,,,,,,,,,,
Riverside,Safflower,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Riverside,Other Field,1998,2.55,12820,32746.97479,,,,,,,,,,,,,,,,,,
Riverside,Alfalfa,1998,5.25,67420,353991.7898,,,,,,,,,,,,,,,,,,
Riverside,Pasture,1998,4.24,11360,48213.04029,,,,,,,,,,,,,,,,,,
Riverside,Tomato Processing,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Riverside,Tomato Fresh,1998,2.29,670,1534.065934,,,,,,,,,,,,,,,,,,
Riverside,Cucurbits,1998,3.22,10970,35303.64733,,,,,,,,,,,,,,,,,,
Riverside,Onions & Garlic,1998,3.01,3380,10158.34684,,,,,,,,,,,,,,,,,,
Riverside,Potatoes,1998,2.14,4530,9688.865546,,,,,,,,,,,,,,,,,,
Riverside,Truck Crops,1998,3.49,27520,96127.91209,,,,,,,,,,,,,,,,,,
Riverside, Almonds & Pistachios,1998,3.29,30,98.63013699,,,,,,,,,,,,,,,,,,
Riverside, Other Deciduous,1998,3.63,710,2574.971471,,,,,,,,,,,,,,,,,,
Riverside, Citrus & Subtropical,1998,3.76,48770,183455.2018,,,,,,,,,,,,,,,,,,
Riverside,Vineyard,1998,1.94,18180,35278.45614,,,,,,,,,,,,,,,,,,
Sacramento ,Grain,1998,0.55,5100,2802.985075,,,,,,,,,,,,,,,,,,
Sacramento ,Rice,1998,4.32,9400,40642.85714,,,,,,,,,,,,,,,,,,
Sacramento ,Cotton,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Sacramento ,Sugar Beets,1998,3.44,2500,8588.235294,,,,,,,,,,,,,,,,,,
Sacramento ,Corn,1998,2.62,39100,102507.2464,,,,,,,,,,,,,,,,,,
Sacramento ,Dry Beans,1998,2.38,600,1430.769231,,,,,,,,,,,,,,,,,,
Sacramento ,Safflower,1998,0.23,7400,1717.948718,,,,,,,,,,,,,,,,,,
Sacramento ,Other Field,1998,2.20,5000,10978.73303,,,,,,,,,,,,,,,,,,
Sacramento ,Alfalfa,1998,4.32,5200,22441.17647,,,,,,,,,,,,,,,,,,
Sacramento ,Pasture,1998,4.69,31800,149031.25,,,,,,,,,,,,,,,,,,
Sacramento ,Tomato Processing,1998,2.66,7200,19159.42029,,,,,,,,,,,,,,,,,,
Sacramento ,Tomato Fresh,1998,2.52,1000,2521.73913,,,,,,,,,,,,,,,,,,
Sacramento ,Cucurbits,1998,1.24,600,746.2686567,,,,,,,,,,,,,,,,,,
Sacramento ,Onions & Garlic,1998,3.88,100,388.0597015,,,,,,,,,,,,,,,,,,
Sacramento ,Potatoes,1998,2.39,600,1436.619718,,,,,,,,,,,,,,,,,,
Sacramento ,Truck Crops,1998,2.55,2200,5600.588606,,,,,,,,,,,,,,,,,,
Sacramento , Almonds & Pistachios,1998,3.68,200,735.2941176,,,,,,,,,,,,,,,,,,
Sacramento , Other Deciduous,1998,3.70,7400,27357.14286,,,,,,,,,,,,,,,,,,
Sacramento , Citrus & Subtropical,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
Sacramento ,Vineyard,1998,1.54,13400,20662.5,,,,,,,,,,,,,,,,,,
San Benito,Grain,1998,0.33,5000,1647.619048,,,,,,,,,,,,,,,,,,
San Benito,Rice,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito,Cotton,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito,Sugar Beets,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito,Corn,1998,2.00,1100,2200,,,,,,,,,,,,,,,,,,
San Benito,Dry Beans,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito,Safflower,1998,0.10,600,60,,,,,,,,,,,,,,,,,,
San Benito,Other Field,1998,1.78,200,356.043956,,,,,,,,,,,,,,,,,,
San Benito,Alfalfa,1998,2.20,1500,3297.064579,,,,,,,,,,,,,,,,,,
San Benito,Pasture,1998,2.68,1000,2678.571429,,,,,,,,,,,,,,,,,,
San Benito,Tomato Processing,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito,Tomato Fresh,1998,2.21,1400,3088.235294,,,,,,,,,,,,,,,,,,
San Benito,Cucurbits,1998,1.08,1600,1723.076923,,,,,,,,,,,,,,,,,,
San Benito,Onions & Garlic,1998,1.71,3000,5142.857143,,,,,,,,,,,,,,,,,,
San Benito,Potatoes,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito,Truck Crops,1998,1.85,18000,33314.28571,,,,,,,,,,,,,,,,,,
San Benito, Almonds & Pistachios,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito, Other Deciduous,1998,2.11,6900,14541.90476,,,,,,,,,,,,,,,,,,
San Benito, Citrus & Subtropical,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito,Vineyard,1998,1.13,2600,2925,,,,,,,,,,,,,,,,,,
San Bernandino ,Grain,1998,1.33,2760,3672.325058,,,,,,,,,,,,,,,,,,
San Bernandino ,Rice,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Bernandino ,Cotton,1998,4.86,640,3108.571429,,,,,,,,,,,,,,,,,,
San Bernandino ,Sugar Beets,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Bernandino ,Corn,1998,1.76,100,176.4705882,,,,,,,,,,,,,,,,,,
San Bernandino ,Dry Beans,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Bernandino ,Safflower,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Bernandino ,Other Field,1998,1.53,2100,3219.19003,,,,,,,,,,,,,,,,,,
San Bernandino ,Alfalfa,1998,5.24,16350,85701.26984,,,,,,,,,,,,,,,,,,
San Bernandino ,Pasture,1998,3.71,5080,18870.32967,,,,,,,,,,,,,,,,,,
San Bernandino ,Tomato Processing,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Bernandino ,Tomato Fresh,1998,2.00,10,20,,,,,,,,,,,,,,,,,,
San Bernandino ,Cucurbits,1998,0.91,120,109.0909091,,,,,,,,,,,,,,,,,,
San Bernandino ,Onions & Garlic,1998,3.23,50,161.5384615,,,,,,,,,,,,,,,,,,
San Bernandino ,Potatoes,1998,2.00,40,80,,,,,,,,,,,,,,,,,,
San Bernandino ,Truck Crops,1998,2.00,3160,6310.10989,,,,,,,,,,,,,,,,,,
San Bernandino , Almonds & Pistachios,1998,4.86,190,922.8571429,,,,,,,,,,,,,,,,,,
San Bernandino , Other Deciduous,1998,3.83,870,3332.485323,,,,,,,,,,,,,,,,,,
San Bernandino , Citrus & Subtropical,1998,2.85,6180,17616.21918,,,,,,,,,,,,,,,,,,
San Bernandino ,Vineyard,1998,1.10,3450,3789.864865,,,,,,,,,,,,,,,,,,
San Diego ,Grain,1998,0.36,600,218.1818182,,,,,,,,,,,,,,,,,,
San Diego ,Rice,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Diego ,Cotton,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Diego ,Sugar Beets,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Diego ,Corn,1998,1.47,430,632.3529412,,,,,,,,,,,,,,,,,,
San Diego ,Dry Beans,1998,1.08,160,172.3076923,,,,,,,,,,,,,,,,,,
San Diego ,Safflower,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Diego ,Other Field,1998,0.92,70,64.61538462,,,,,,,,,,,,,,,,,,
San Diego ,Alfalfa,1998,3.57,100,357.1428571,,,,,,,,,,,,,,,,,,
San Diego ,Pasture,1998,3.25,3040,9871.705069,,,,,,,,,,,,,,,,,,
San Diego ,Tomato Processing,1998,1.54,400,615.3846154,,,,,,,,,,,,,,,,,,
San Diego ,Tomato Fresh,1998,1.86,4860,9025.714286,,,,,,,,,,,,,,,,,,
San Diego ,Cucurbits,1998,0.72,2210,1595.714286,,,,,,,,,,,,,,,,,,
San Diego ,Onions & Garlic,1998,2.46,100,246.1538462,,,,,,,,,,,,,,,,,,
San Diego ,Potatoes,1998,2.46,940,2311.111111,,,,,,,,,,,,,,,,,,
San Diego ,Truck Crops,1998,1.91,10810,20657.14286,,,,,,,,,,,,,,,,,,
San Diego , Almonds & Pistachios,1998,3.20,10,32,,,,,,,,,,,,,,,,,,
San Diego , Other Deciduous,1998,2.97,1350,4013.513514,,,,,,,,,,,,,,,,,,
San Diego , Citrus & Subtropical,1998,2.78,49670,138265.8378,,,,,,,,,,,,,,,,,,
San Diego ,Vineyard,1998,0.82,170,139.7260274,,,,,,,,,,,,,,,,,,
San Francisco,Grain,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Rice,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Cotton,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Sugar Beets,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Corn,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Dry Beans,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Safflower,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Other Field,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Alfalfa,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Pasture,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Tomato Processing,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Tomato Fresh,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Cucurbits,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Onions & Garlic,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Potatoes,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Truck Crops,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco, Almonds & Pistachios,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco, Other Deciduous,1998,0.00,0,0,,,,,,,,,,,,,,,,,,
